Outlet_Establishment_Year,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Total_Revenue,Price_Range,Total_Sales_Year,Average_Sales_Year
2007,DRJ49,6.9,Low Fat,0.01,Soft Drinks,127.37,OUT017,Medium,Tier 2,Supermarket Type1,1679.15,213873.34,Medium,2167465.52,2340.68
2007,FDT31,19.8,Low Fat,0.01,Fruits and Veg,190.69,OUT017,Medium,Tier 2,Supermarket Type1,4916.27,937483.53,High,2167465.52,2340.68
2007,FDU38,10.8,Low Fat,0.08,Dairy,193.45,OUT017,Medium,Tier 2,Supermarket Type1,2876.26,556412.5,High,2167465.52,2340.68
1998,FDX57,17.3,Regular,0.08,Snack Foods,99.21,OUT010,Medium,Tier 3,Grocery Store,97.21,9644.2,Medium,188340.22,339.35
1985,FDO04,16.6,Low Fat,0.03,Frozen Foods,53.26,OUT027,Medium,Tier 3,Supermarket Type3,607.88,32375.69,Low,3633620.22,2483.68
1985,FDU13,8.4,Low Fat,0.33,Canned,146.04,OUT019,Small,Tier 1,Grocery Store,588.57,85954.76,Medium,3633620.22,2483.68
2009,NCP29,8.4,Low Fat,0.11,Health and Hygiene,65.82,OUT018,Medium,Tier 3,Supermarket Type2,830.92,54691.15,Low,1851822.95,1995.5
1987,FDS15,9.2,Regular,0.08,Meat,107.16,OUT013,High,Tier 3,Supermarket Type1,2804.35,300514.15,Medium,2142663.66,2299.0
2002,FDZ28,20.0,Regular,0.05,Frozen Foods,128.07,OUT045,Medium,Tier 2,Supermarket Type1,1780.35,228009.42,Medium,2036725.6,2192.38
1998,FDM13,6.4,Low Fat,0.11,Breakfast,130.56,OUT010,Medium,Tier 3,Grocery Store,131.16,17124.25,Medium,188340.22,339.35
1997,FDJ38,8.6,Regular,0.04,Canned,188.75,OUT046,Small,Tier 1,Supermarket Type1,7590.12,1432635.15,High,2118395.35,2277.84
2004,FDJ26,15.3,Regular,0.08,Canned,215.52,OUT035,Small,Tier 2,Supermarket Type1,4060.71,875164.22,High,2268123.09,2438.84
1987,FDC09,15.5,Regular,0.03,Fruits and Veg,102.33,OUT013,High,Tier 3,Supermarket Type1,922.8,94430.12,Medium,2142663.66,2299.0
1985,FDM15,11.8,Regular,0.06,Meat,151.84,OUT027,Medium,Tier 3,Supermarket Type3,6196.6,940891.74,High,3633620.22,2483.68
2004,DRM47,9.3,Low Fat,0.04,Hard Drinks,192.98,OUT035,Small,Tier 2,Supermarket Type1,6114.71,1180016.74,High,2268123.09,2438.84
1999,FDL15,17.9,Low Fat,0.05,Meat,152.67,OUT049,Medium,Tier 1,Supermarket Type1,1829.62,279328.09,High,2183969.98,2348.35
2002,FDV36,18.7,Low Fat,0.03,Baking Goods,127.1,OUT045,Medium,Tier 2,Supermarket Type1,3289.05,418038.26,Medium,2036725.6,2192.38
2007,FDB39,11.6,Low Fat,0.04,Dairy,55.83,OUT017,Medium,Tier 2,Supermarket Type1,1454.11,81182.96,Low,2167465.52,2340.68
2002,NCJ19,18.6,Low Fat,0.12,Others,58.36,OUT045,Medium,Tier 2,Supermarket Type1,1545.99,90223.98,Low,2036725.6,2192.38
1999,FDV11,9.1,Regular,0.08,Breads,173.61,OUT049,Medium,Tier 1,Supermarket Type1,700.42,121599.92,High,2183969.98,2348.35
2007,FDH35,18.3,Low Fat,0.06,Starchy Foods,162.55,OUT017,Medium,Tier 2,Supermarket Type1,986.72,160391.34,High,2167465.52,2340.68
1987,FDV19,14.9,Regular,0.04,Fruits and Veg,159.56,OUT013,High,Tier 3,Supermarket Type1,2085.95,332834.18,High,2142663.66,2299.0
2009,FDX08,12.9,Low Fat,0.02,Fruits and Veg,179.93,OUT018,Medium,Tier 3,Supermarket Type2,2706.48,486976.95,High,1851822.95,1995.5
1997,FDP59,20.9,Regular,0.06,Breads,103.66,OUT046,Small,Tier 1,Supermarket Type1,2285.03,236866.21,Medium,2118395.35,2277.84
2002,FDG05,11.0,Regular,0.09,Frozen Foods,158.06,OUT045,Medium,Tier 2,Supermarket Type1,2659.87,420419.05,High,2036725.6,2192.38
1997,FDX56,17.1,Regular,0.07,Fruits and Veg,209.06,OUT046,Small,Tier 1,Supermarket Type1,3520.08,735907.92,High,2118395.35,2277.84
1985,NCD55,14.0,Low Fat,0.02,Household,42.45,OUT027,Medium,Tier 3,Supermarket Type3,293.62,12464.17,Low,3633620.22,2483.68
2007,FDR02,16.7,Low Fat,0.02,Dairy,113.19,OUT017,Medium,Tier 2,Supermarket Type1,3335.66,377563.36,Medium,2167465.52,2340.68
1999,FDU19,8.8,Regular,0.05,Fruits and Veg,174.24,OUT049,Medium,Tier 1,Supermarket Type1,1379.54,240371.05,High,2183969.98,2348.35
1987,NCW29,14.0,Low Fat,0.03,Health and Hygiene,129.33,OUT013,High,Tier 3,Supermarket Type1,259.66,33581.83,Medium,2142663.66,2299.0
2007,NCA41,16.8,Low Fat,0.03,Health and Hygiene,192.32,OUT017,Medium,Tier 2,Supermarket Type1,2308.99,444064.96,High,2167465.52,2340.68
1998,FDD47,7.6,Regular,0.24,Starchy Foods,171.84,OUT010,Medium,Tier 3,Grocery Store,852.22,146445.48,High,188340.22,339.35
2002,FDT39,6.3,Regular,0.01,Meat,150.74,OUT045,Medium,Tier 2,Supermarket Type1,2418.19,364517.96,High,2036725.6,2192.38
1985,FDZ59,6.6,Regular,0.1,Baking Goods,164.95,OUT027,Medium,Tier 3,Supermarket Type3,4161.25,686398.19,High,3633620.22,2483.68
1997,FDW55,12.6,Regular,0.02,Fruits and Veg,248.61,OUT046,Small,Tier 1,Supermarket Type1,3237.12,804780.4,High,2118395.35,2277.84
2007,NCN55,14.6,Low Fat,0.06,Others,239.25,OUT017,Medium,Tier 2,Supermarket Type1,3605.31,862570.42,High,2167465.52,2340.68
2009,FDU40,20.9,Low Fat,0.04,Frozen Foods,195.35,OUT018,Medium,Tier 3,Supermarket Type2,1937.48,378486.72,High,1851822.95,1995.5
1997,FDW39,6.7,Regular,0.04,Meat,175.04,OUT046,Small,Tier 1,Supermarket Type1,2117.24,370601.69,High,2118395.35,2277.84
1999,DRO47,10.2,Low Fat,0.11,Hard Drinks,111.69,OUT049,Medium,Tier 1,Supermarket Type1,2263.72,252834.89,Medium,2183969.98,2348.35
2002,DRI11,8.3,Low Fat,0.03,Hard Drinks,117.08,OUT045,Medium,Tier 2,Supermarket Type1,1612.57,188799.7,Medium,2036725.6,2192.38
2004,FDT08,13.7,Low Fat,0.05,Fruits and Veg,150.01,OUT035,Small,Tier 2,Supermarket Type1,2247.08,337084.47,High,2268123.09,2438.84
2004,FDA44,19.7,Low Fat,0.05,Fruits and Veg,57.89,OUT035,Small,Tier 2,Supermarket Type1,622.52,36037.68,Low,2268123.09,2438.84
1987,FDS31,13.1,Regular,0.04,Fruits and Veg,178.83,OUT013,High,Tier 3,Supermarket Type1,3969.5,709865.69,High,2142663.66,2299.0
1987,FDB35,12.3,Regular,0.06,Starchy Foods,92.98,OUT013,High,Tier 3,Supermarket Type1,1929.49,179403.98,Medium,2142663.66,2299.0
1987,NCK19,9.8,Low Fat,0.09,Others,192.15,OUT013,High,Tier 3,Supermarket Type1,2324.97,446742.99,High,2142663.66,2299.0
1987,FDG38,9.0,Regular,0.05,Canned,83.32,OUT013,High,Tier 3,Supermarket Type1,3579.34,298230.61,Medium,2142663.66,2299.0
1999,FDB09,16.3,Low Fat,0.06,Fruits and Veg,126.2,OUT049,Medium,Tier 1,Supermarket Type1,1867.57,235687.33,Medium,2183969.98,2348.35
1987,FDJ03,12.4,Regular,0.07,Dairy,49.17,OUT013,High,Tier 3,Supermarket Type1,886.85,43606.41,Low,2142663.66,2299.0
2002,FDO01,21.1,Regular,0.02,Breakfast,128.8,OUT045,Medium,Tier 2,Supermarket Type1,1798.99,231709.91,Medium,2036725.6,2192.38
1985,FDW36,11.2,Low Fat,0.06,Baking Goods,106.26,OUT027,Medium,Tier 3,Supermarket Type3,2328.97,247476.35,Medium,3633620.22,2483.68
2002,FDS31,13.1,Regular,0.04,Fruits and Veg,178.53,OUT045,Medium,Tier 2,Supermarket Type1,3067.34,547612.21,High,2036725.6,2192.38
2009,FDW32,18.4,Regular,0.09,Fruits and Veg,86.29,OUT018,Medium,Tier 3,Supermarket Type2,1631.88,140814.93,Medium,1851822.95,1995.5
2007,FDY10,17.6,Low Fat,0.05,Snack Foods,115.42,OUT017,Medium,Tier 2,Supermarket Type1,1145.18,132176.68,Medium,2167465.52,2340.68
1999,FDH20,16.1,Regular,0.02,Fruits and Veg,97.34,OUT049,Medium,Tier 1,Supermarket Type1,1255.03,122164.62,Medium,2183969.98,2348.35
2002,FDU20,19.4,Regular,0.02,Fruits and Veg,122.21,OUT045,Medium,Tier 2,Supermarket Type1,2771.73,338733.12,Medium,2036725.6,2192.38
1999,NCQ50,18.8,Low Fat,0.03,Household,215.72,OUT049,Medium,Tier 1,Supermarket Type1,4274.44,922082.2,High,2183969.98,2348.35
1985,NCI54,15.2,Low Fat,0.03,Household,107.39,OUT027,Medium,Tier 3,Supermarket Type3,3057.35,328328.82,Medium,3633620.22,2483.68
2009,FDM34,19.0,Low Fat,0.07,Snack Foods,130.86,OUT018,Medium,Tier 3,Supermarket Type2,1573.95,205967.1,Medium,1851822.95,1995.5
2004,FDU32,8.8,Low Fat,0.03,Fruits and Veg,120.94,OUT035,Small,Tier 2,Supermarket Type1,1949.46,235767.69,Medium,2268123.09,2438.84
1997,FDF38,11.8,Regular,0.03,Canned,39.61,OUT046,Small,Tier 1,Supermarket Type1,365.52,14478.25,Low,2118395.35,2277.84
2002,FDX19,19.1,Low Fat,0.1,Fruits and Veg,233.9,OUT045,Medium,Tier 2,Supermarket Type1,2103.26,491952.51,High,2036725.6,2192.38
2002,FDX22,6.8,Regular,0.02,Snack Foods,208.99,OUT045,Medium,Tier 2,Supermarket Type1,2103.93,439700.33,High,2036725.6,2192.38
1987,NCD42,16.5,Low Fat,0.01,Health and Hygiene,38.75,OUT013,High,Tier 3,Supermarket Type1,759.01,29411.64,Low,2142663.66,2299.0
2004,NCI42,18.8,Low Fat,0.01,Household,207.2,OUT035,Small,Tier 2,Supermarket Type1,1667.16,345435.55,High,2268123.09,2438.84
2007,FDN04,11.8,Regular,0.01,Frozen Foods,178.23,OUT017,Medium,Tier 2,Supermarket Type1,2854.95,508837.74,High,2167465.52,2340.68
2007,FDT34,9.3,Low Fat,0.18,Snack Foods,107.1,OUT017,Medium,Tier 2,Supermarket Type1,1472.75,157731.53,Medium,2167465.52,2340.68
1999,FDB50,13.0,Low Fat,0.15,Canned,76.4,OUT049,Medium,Tier 1,Supermarket Type1,778.99,59514.84,Medium,2183969.98,2348.35
2007,FDK03,12.6,Regular,0.07,Dairy,255.54,OUT017,Medium,Tier 2,Supermarket Type1,9664.75,2469730.22,High,2167465.52,2340.68
1999,FDJ27,17.7,Regular,0.12,Meat,103.37,OUT049,Medium,Tier 1,Supermarket Type1,2546.69,263251.35,Medium,2183969.98,2348.35
2007,FDC41,15.6,Low Fat,0.12,Frozen Foods,75.67,OUT017,Medium,Tier 2,Supermarket Type1,1301.64,98495.1,Medium,2167465.52,2340.68
1997,FDO11,8.0,Regular,0.03,Breads,250.31,OUT046,Small,Tier 1,Supermarket Type1,6723.25,1682896.71,High,2118395.35,2277.84
2009,FDR55,12.2,Regular,0.13,Fruits and Veg,190.19,OUT018,Medium,Tier 3,Supermarket Type2,3781.74,719249.13,High,1851822.95,1995.5
1985,FDF57,14.5,Regular,0.1,Fruits and Veg,169.94,OUT019,Small,Tier 1,Grocery Store,170.44,28964.57,High,3633620.22,2483.68
1985,FDA20,6.8,Low Fat,0.07,Fruits and Veg,186.82,OUT027,Medium,Tier 3,Supermarket Type3,6338.42,1184143.62,High,3633620.22,2483.68
1999,NCD55,14.0,Low Fat,0.02,Household,40.25,OUT049,Medium,Tier 1,Supermarket Type1,922.8,37142.7,Low,2183969.98,2348.35
1997,FDC22,6.9,Regular,0.14,Snack Foods,193.98,OUT046,Small,Tier 1,Supermarket Type1,1737.74,337086.81,High,2118395.35,2277.84
1999,FDG46,8.6,Regular,0.03,Snack Foods,115.05,OUT049,Medium,Tier 1,Supermarket Type1,1366.22,157183.61,Medium,2183969.98,2348.35
1987,FDP03,5.2,Regular,0.06,Meat,122.54,OUT013,High,Tier 3,Supermarket Type1,371.52,45526.06,Medium,2142663.66,2299.0
2007,FDJ60,19.4,Regular,0.06,Baking Goods,164.12,OUT017,Medium,Tier 2,Supermarket Type1,2807.01,460686.48,High,2167465.52,2340.68
1999,NCP42,8.5,Low Fat,0.02,Household,195.65,OUT049,Medium,Tier 1,Supermarket Type1,4262.45,833948.34,High,2183969.98,2348.35
1985,FDM36,11.7,Regular,0.1,Baking Goods,172.64,OUT019,Small,Tier 1,Grocery Store,344.88,59540.08,High,3633620.22,2483.68
2007,FDA31,7.1,Low Fat,0.11,Fruits and Veg,173.81,OUT017,Medium,Tier 2,Supermarket Type1,1211.76,210616.01,High,2167465.52,2340.68
1998,FDV01,19.2,Regular,0.14,Canned,153.83,OUT010,Medium,Tier 3,Grocery Store,155.13,23863.65,High,188340.22,339.35
1997,FDX45,16.8,Low Fat,0.0,Snack Foods,156.16,OUT046,Small,Tier 1,Supermarket Type1,2816.33,439798.09,High,2118395.35,2277.84
1997,NCP18,12.2,Low Fat,0.03,Household,150.47,OUT046,Small,Tier 1,Supermarket Type1,2257.06,339619.82,High,2118395.35,2277.84
1985,FDZ60,20.5,Low Fat,0.12,Baking Goods,108.56,OUT027,Medium,Tier 3,Supermarket Type3,1725.75,187347.42,Medium,3633620.22,2483.68
1987,NCP41,16.6,Low Fat,0.02,Health and Hygiene,108.86,OUT013,High,Tier 3,Supermarket Type1,970.74,105674.76,Medium,2142663.66,2299.0
1987,FDL16,12.9,Low Fat,0.17,Frozen Foods,45.91,OUT013,High,Tier 3,Supermarket Type1,885.51,40653.76,Low,2142663.66,2299.0
2004,NCU18,15.1,Low Fat,0.06,Household,140.25,OUT035,Small,Tier 2,Supermarket Type1,2681.84,376128.06,Medium,2268123.09,2438.84
1987,NCL05,19.6,Low Fat,0.05,Health and Hygiene,45.08,OUT013,High,Tier 3,Supermarket Type1,605.88,27313.07,Low,2142663.66,2299.0
1997,FDS25,6.9,Regular,0.14,Canned,108.72,OUT046,Small,Tier 1,Supermarket Type1,2542.02,276368.41,Medium,2118395.35,2277.84
1999,FDF02,16.2,Low Fat,0.1,Canned,101.4,OUT049,Medium,Tier 1,Supermarket Type1,1031.99,104643.79,Medium,2183969.98,2348.35
1999,DRD13,15.0,Low Fat,0.05,Soft Drinks,65.22,OUT049,Medium,Tier 1,Supermarket Type1,958.75,62529.67,Low,2183969.98,2348.35
2002,FDZ55,6.1,Low Fat,0.03,Fruits and Veg,160.89,OUT045,Medium,Tier 2,Supermarket Type1,1917.5,308506.57,High,2036725.6,2192.38
2002,NCX42,6.4,Low Fat,0.01,Household,163.65,OUT045,Medium,Tier 2,Supermarket Type1,5262.48,861204.85,High,2036725.6,2192.38
2004,FDV37,13.0,Regular,0.08,Canned,199.44,OUT035,Small,Tier 2,Supermarket Type1,593.23,118313.79,High,2268123.09,2438.84
2004,NCJ18,12.4,Low Fat,0.16,Household,119.21,OUT035,Small,Tier 2,Supermarket Type1,1303.64,155406.92,Medium,2268123.09,2438.84
2009,FDW57,8.3,Regular,0.12,Snack Foods,176.0,OUT018,Medium,Tier 3,Supermarket Type2,4427.57,779252.32,High,1851822.95,1995.5
1998,FDE04,19.8,Regular,0.03,Frozen Foods,179.77,OUT010,Medium,Tier 3,Grocery Store,719.06,129265.42,High,188340.22,339.35
2002,FDC33,9.0,Regular,0.07,Fruits and Veg,197.78,OUT045,Medium,Tier 2,Supermarket Type1,3153.23,623645.83,High,2036725.6,2192.38
1987,FDC51,10.9,Regular,0.01,Dairy,122.97,OUT013,High,Tier 3,Supermarket Type1,1231.73,151465.84,Medium,2142663.66,2299.0
1999,FDS50,17.0,Low Fat,0.06,Dairy,219.81,OUT049,Medium,Tier 1,Supermarket Type1,1108.56,243672.57,High,2183969.98,2348.35
2009,FDW13,8.5,Low Fat,0.1,Canned,51.33,OUT018,Medium,Tier 3,Supermarket Type2,934.78,47982.26,Low,1851822.95,1995.5
2002,FDW50,13.1,Low Fat,0.08,Dairy,167.52,OUT045,Medium,Tier 2,Supermarket Type1,1504.04,251956.78,High,2036725.6,2192.38
2004,DRE49,20.8,Low Fat,0.0,Soft Drinks,153.0,OUT035,Small,Tier 2,Supermarket Type1,2428.84,371612.52,High,2268123.09,2438.84
1985,NCK05,20.1,Low Fat,0.14,Health and Hygiene,61.15,OUT019,Small,Tier 1,Grocery Store,61.25,3745.44,Low,3633620.22,2483.68
2009,NCQ53,17.6,Low Fat,0.02,Health and Hygiene,237.06,OUT018,Medium,Tier 3,Supermarket Type2,2836.31,672375.65,High,1851822.95,1995.5
2002,FDD11,12.9,Low Fat,0.03,Starchy Foods,251.7,OUT045,Medium,Tier 2,Supermarket Type1,3542.06,891536.5,High,2036725.6,2192.38
1999,FDS26,20.4,Low Fat,0.09,Dairy,262.16,OUT049,Medium,Tier 1,Supermarket Type1,3139.91,823158.81,High,2183969.98,2348.35
2004,DRJ01,6.1,Low Fat,0.12,Soft Drinks,161.52,OUT035,Small,Tier 2,Supermarket Type1,1288.99,208197.66,High,2268123.09,2438.84
1999,DRL35,15.7,Low Fat,0.03,Hard Drinks,42.58,OUT049,Medium,Tier 1,Supermarket Type1,952.09,40539.99,Low,2183969.98,2348.35
2009,FDF59,12.5,Low Fat,0.07,Starchy Foods,124.9,OUT018,Medium,Tier 3,Supermarket Type2,1771.03,221201.65,Medium,1851822.95,1995.5
1987,FDR10,17.6,Low Fat,0.01,Snack Foods,161.56,OUT013,High,Tier 3,Supermarket Type1,1787.01,288709.34,High,2142663.66,2299.0
1987,NCC30,16.6,Low Fat,0.03,Household,176.63,OUT013,High,Tier 3,Supermarket Type1,1962.78,346685.83,High,2142663.66,2299.0
2007,FDZ02,6.9,Regular,0.04,Dairy,98.17,OUT017,Medium,Tier 2,Supermarket Type1,587.24,57649.35,Medium,2167465.52,2340.68
1985,NCO05,7.3,Low Fat,0.05,Health and Hygiene,97.24,OUT027,Medium,Tier 3,Supermarket Type3,2660.54,258710.91,Medium,3633620.22,2483.68
2002,DRD49,9.9,Low Fat,0.17,Soft Drinks,237.76,OUT045,Medium,Tier 2,Supermarket Type1,3813.7,906745.31,High,2036725.6,2192.38
2007,FDI58,7.6,Regular,0.07,Snack Foods,95.01,OUT017,Medium,Tier 2,Supermarket Type1,1864.24,177121.44,Medium,2167465.52,2340.68
1997,FDN40,5.9,Low Fat,0.0,Frozen Foods,154.3,OUT046,Small,Tier 1,Supermarket Type1,1999.4,308507.42,High,2118395.35,2277.84
2007,FDY45,17.5,Low Fat,0.03,Snack Foods,253.74,OUT017,Medium,Tier 2,Supermarket Type1,3815.03,968025.71,High,2167465.52,2340.68
1998,DRG03,14.5,Low Fat,0.1,Dairy,155.2,OUT010,Medium,Tier 3,Grocery Store,307.6,47739.52,High,188340.22,339.35
1985,FDF46,7.1,Low Fat,0.16,Snack Foods,113.28,OUT019,Small,Tier 1,Grocery Store,575.92,65240.22,Medium,3633620.22,2483.68
2007,FDD10,20.6,Regular,0.05,Snack Foods,177.43,OUT017,Medium,Tier 2,Supermarket Type1,1962.78,348256.06,High,2167465.52,2340.68
1985,FDT21,7.4,Low Fat,0.0,Snack Foods,248.81,OUT027,Medium,Tier 3,Supermarket Type3,6474.24,1610855.65,High,3633620.22,2483.68
1985,FDJ26,15.3,Regular,0.08,Canned,215.52,OUT027,Medium,Tier 3,Supermarket Type3,4915.6,1059410.11,High,3633620.22,2483.68
1987,FDV08,7.4,Low Fat,0.03,Fruits and Veg,40.85,OUT013,High,Tier 3,Supermarket Type1,587.24,23988.75,Low,2142663.66,2299.0
2002,FDS09,8.9,Regular,0.08,Snack Foods,49.8,OUT045,Medium,Tier 2,Supermarket Type1,1062.62,52918.48,Low,2036725.6,2192.38
2007,DRQ35,9.3,Low Fat,0.04,Hard Drinks,125.54,OUT017,Medium,Tier 2,Supermarket Type1,2848.29,357574.33,Medium,2167465.52,2340.68
1985,FDR59,14.5,Regular,0.06,Breads,263.66,OUT027,Medium,Tier 3,Supermarket Type3,3401.57,896857.95,High,3633620.22,2483.68
1999,FDY07,11.8,Low Fat,0.0,Fruits and Veg,45.54,OUT049,Medium,Tier 1,Supermarket Type1,1516.03,69040.01,Low,2183969.98,2348.35
1997,FDY21,15.1,Low Fat,0.17,Snack Foods,194.51,OUT046,Small,Tier 1,Supermarket Type1,4910.28,955098.56,High,2118395.35,2277.84
1997,FDH28,15.9,Regular,0.11,Frozen Foods,37.25,OUT046,Small,Tier 1,Supermarket Type1,265.65,9895.46,Low,2118395.35,2277.84
1997,FDH19,19.4,Low Fat,0.03,Meat,175.47,OUT046,Small,Tier 1,Supermarket Type1,521.32,91476.02,High,2118395.35,2277.84
1985,FDZ47,20.7,Regular,0.08,Baking Goods,99.9,OUT027,Medium,Tier 3,Supermarket Type3,3273.74,327046.63,Medium,3633620.22,2483.68
2002,NCR41,17.9,Low Fat,0.02,Health and Hygiene,97.01,OUT045,Medium,Tier 2,Supermarket Type1,2094.61,203198.12,Medium,2036725.6,2192.38
2002,FDZ22,9.4,Low Fat,0.05,Snack Foods,83.83,OUT045,Medium,Tier 2,Supermarket Type1,665.8,55814.01,Medium,2036725.6,2192.38
2007,NCE07,8.2,Low Fat,0.01,Household,143.82,OUT017,Medium,Tier 2,Supermarket Type1,2694.49,387521.55,Medium,2167465.52,2340.68
1999,FDG57,14.7,Low Fat,0.07,Fruits and Veg,48.2,OUT049,Medium,Tier 1,Supermarket Type1,1020.67,49196.29,Low,2183969.98,2348.35
1985,FDE33,19.4,Regular,0.05,Fruits and Veg,80.36,OUT027,Medium,Tier 3,Supermarket Type3,1885.55,151522.8,Medium,3633620.22,2483.68
1987,FDM45,8.7,Regular,0.09,Snack Foods,119.78,OUT013,High,Tier 3,Supermarket Type1,2059.99,246745.6,Medium,2142663.66,2299.0
2009,FDZ35,9.6,Regular,0.02,Breads,104.8,OUT018,Medium,Tier 3,Supermarket Type2,1341.59,140598.63,Medium,1851822.95,1995.5
2007,FDP60,17.4,Low Fat,0.06,Baking Goods,102.0,OUT017,Medium,Tier 2,Supermarket Type1,1619.23,165161.46,Medium,2167465.52,2340.68
2009,NCM43,14.5,Low Fat,0.02,Others,162.42,OUT018,Medium,Tier 3,Supermarket Type2,1957.45,317929.03,High,1851822.95,1995.5
1985,FDZ20,16.1,Low Fat,0.0,Fruits and Veg,253.04,OUT027,Medium,Tier 3,Supermarket Type3,11445.1,2896068.1,High,3633620.22,2483.68
1987,NCC31,8.0,Low Fat,0.0,Household,157.8,OUT013,High,Tier 3,Supermarket Type1,1713.77,270432.91,High,2142663.66,2299.0
1997,FDE20,11.4,Regular,0.01,Fruits and Veg,171.18,OUT046,Small,Tier 1,Supermarket Type1,4923.59,842820.14,High,2118395.35,2277.84
2009,FDU03,18.7,Regular,0.09,Meat,184.23,OUT018,Medium,Tier 3,Supermarket Type2,1277.0,235261.71,High,1851822.95,1995.5
1985,FDW49,19.5,Low Fat,0.08,Canned,179.9,OUT027,Medium,Tier 3,Supermarket Type3,4119.3,741062.07,High,3633620.22,2483.68
1999,FDB17,13.2,Low Fat,0.04,Frozen Foods,179.8,OUT049,Medium,Tier 1,Supermarket Type1,2535.37,455859.53,High,2183969.98,2348.35
1999,DRL01,19.5,Regular,0.08,Soft Drinks,235.4,OUT049,Medium,Tier 1,Supermarket Type1,6309.79,1485324.57,High,2183969.98,2348.35
1999,NCA30,19.0,Low Fat,0.13,Household,190.19,OUT049,Medium,Tier 1,Supermarket Type1,5105.35,970986.52,High,2183969.98,2348.35
1998,FDB41,19.0,Regular,0.16,Frozen Foods,46.87,OUT010,Medium,Tier 3,Grocery Store,189.09,8862.65,Low,188340.22,339.35
2004,FDT27,11.4,Regular,0.07,Meat,232.86,OUT035,Small,Tier 2,Supermarket Type1,2812.34,654881.49,High,2268123.09,2438.84
2004,NCB43,20.2,Low Fat,0.1,Household,187.69,OUT035,Small,Tier 2,Supermarket Type1,3928.89,737413.36,High,2268123.09,2438.84
1997,FDF32,16.4,Low Fat,0.0,Fruits and Veg,198.54,OUT046,Small,Tier 1,Supermarket Type1,1384.2,274819.07,High,2118395.35,2277.84
1998,FDD36,13.3,Low Fat,0.04,Baking Goods,119.91,OUT010,Medium,Tier 3,Grocery Store,118.51,14210.53,Medium,188340.22,339.35
1997,DRE01,10.1,Low Fat,0.17,Soft Drinks,241.75,OUT046,Small,Tier 1,Supermarket Type1,5331.73,1288945.73,High,2118395.35,2277.84
1999,FDQ40,11.1,Regular,0.04,Frozen Foods,175.47,OUT049,Medium,Tier 1,Supermarket Type1,2988.11,524323.66,High,2183969.98,2348.35
1997,FDZ44,8.2,Low Fat,0.04,Fruits and Veg,117.18,OUT046,Small,Tier 1,Supermarket Type1,1874.89,219699.61,Medium,2118395.35,2277.84
2007,FDV32,7.8,Low Fat,0.09,Fruits and Veg,64.25,OUT017,Medium,Tier 2,Supermarket Type1,1328.27,85341.35,Low,2167465.52,2340.68
1987,NCO05,7.3,Low Fat,0.05,Health and Hygiene,97.74,OUT013,High,Tier 3,Supermarket Type1,591.23,57786.82,Medium,2142663.66,2299.0
2004,FDW23,5.8,Low Fat,0.08,Baking Goods,40.12,OUT035,Small,Tier 2,Supermarket Type1,540.63,21690.08,Low,2268123.09,2438.84
2007,FDH19,19.4,Low Fat,0.03,Meat,173.87,OUT017,Medium,Tier 2,Supermarket Type1,2432.83,422996.15,High,2167465.52,2340.68
2007,FDT46,11.4,Low Fat,0.03,Snack Foods,51.9,OUT017,Medium,Tier 2,Supermarket Type1,708.41,36766.48,Low,2167465.52,2340.68
2004,FDJ41,6.9,Low Fat,0.02,Frozen Foods,262.36,OUT035,Small,Tier 2,Supermarket Type1,3924.89,1029734.14,High,2268123.09,2438.84
1985,FDD39,16.7,Low Fat,0.12,Dairy,217.69,OUT019,Small,Tier 1,Grocery Store,432.77,94209.7,High,3633620.22,2483.68
1997,NCQ53,17.6,Low Fat,0.02,Health and Hygiene,234.66,OUT046,Small,Tier 1,Supermarket Type1,8508.92,1996703.17,High,2118395.35,2277.84
1985,DRJ37,10.8,Low Fat,0.06,Soft Drinks,150.8,OUT027,Medium,Tier 3,Supermarket Type3,3339.65,503619.22,High,3633620.22,2483.68
1998,NCJ19,18.6,Low Fat,0.2,Others,55.66,OUT010,Medium,Tier 3,Grocery Store,114.52,6374.18,Low,188340.22,339.35
1987,FDA15,9.3,Low Fat,0.02,Dairy,250.61,OUT013,High,Tier 3,Supermarket Type1,6474.24,1622509.29,High,2142663.66,2299.0
2002,FDZ02,6.9,Regular,0.04,Dairy,99.87,OUT045,Medium,Tier 2,Supermarket Type1,587.24,58647.66,Medium,2036725.6,2192.38
1997,FDC53,8.7,Low Fat,0.01,Frozen Foods,96.54,OUT046,Small,Tier 1,Supermarket Type1,1182.46,114154.69,Medium,2118395.35,2277.84
1997,DRF13,12.1,Low Fat,0.03,Soft Drinks,146.94,OUT046,Small,Tier 1,Supermarket Type1,1596.59,234602.93,Medium,2118395.35,2277.84
1999,FDV19,14.9,Regular,0.04,Fruits and Veg,160.96,OUT049,Medium,Tier 1,Supermarket Type1,4813.73,774817.98,High,2183969.98,2348.35
1987,FDS35,9.3,Low Fat,0.11,Breads,63.18,OUT013,High,Tier 3,Supermarket Type1,2002.06,126490.15,Low,2142663.66,2299.0
